subject,sfreq,C3_db,C3_hz,C4_db,C4_hz,mean_db,min_db
001,160.0,5.737858770716127,12.0,4.992963750766942,12.5,5.365411260741535,4.992963750766942
002,160.0,2.9992705724931112,11.5,5.683165782334491,9.0,4.3412181774138014,2.9992705724931112
003,160.0,1.37924559940905,7.5,1.0390834032611191,8.0,1.2091645013350845,1.0390834032611191
004,160.0,1.1498894360024898,14.0,0.5884298370358212,14.0,0.8691596365191555,0.5884298370358212
005,160.0,1.4260317826672508,7.0,2.401124342777498,7.0,1.9135780627223746,1.4260317826672508
006,160.0,1.7000219711939233,7.0,2.482226990293838,7.0,2.0911244807438805,1.7000219711939233
007,160.0,7.1023063399058195,12.5,7.450133969403177,11.5,7.2762201546544985,7.1023063399058195
008,160.0,2.510426815401081,7.5,2.774395912834455,7.5,2.642411364117768,2.510426815401081
009,160.0,1.1806969861228258,7.0,0.8853299314388318,9.5,1.0330134587808288,0.8853299314388318
010,160.0,2.6553991870863514,11.5,3.1050640935734295,11.0,2.8802316403298907,2.6553991870863514
011,160.0,0.5027170728907634,7.5,0.3554188879429645,7.0,0.42906798041686395,0.3554188879429645
012,160.0,1.0297255671386154,7.0,0.7558490041905096,7.0,0.8927872856645624,0.7558490041905096
013,160.0,0.9787459959628676,8.0,0.9919988137568315,8.0,0.9853724048598496,0.9787459959628676
014,160.0,5.128026388915037,8.0,3.5985430280042667,10.0,4.363284708459652,3.5985430280042667
015,160.0,4.7209346977298985,12.0,5.087952721094799,11.0,4.904443709412348,4.7209346977298985
016,160.0,2.0910612437626774,8.0,1.8266814425012932,8.0,1.9588713431319853,1.8266814425012932
017,160.0,-0.3232632966779957,7.5,1.024095709529794,9.0,0.35041620642589916,-0.3232632966779957
018,160.0,-0.23859329061298867,13.5,0.04357806742012777,13.5,-0.09750761159643045,-0.23859329061298867
019,160.0,3.1772848156117064,12.0,0.26798766824827813,12.5,1.7226362419299923,0.26798766824827813
020,160.0,0.6429117481225156,8.0,0.08300024843522798,7.5,0.3629559982788718,0.08300024843522798
021,160.0,1.9005799175453162,11.5,1.1470473027842507,11.5,1.5238136101647834,1.1470473027842507
022,160.0,0.3456838807668685,7.5,0.8095809252290188,7.0,0.5776324029979436,0.3456838807668685
023,160.0,2.7065869434356005,13.5,2.6193820588512513,14.0,2.662984501143426,2.6193820588512513
024,160.0,4.513282288335395,8.0,3.2222103435702882,8.0,3.8677463159528416,3.2222103435702882
025,160.0,8.620981148030053,11.0,8.223144714682485,11.0,8.422062931356269,8.223144714682485
026,160.0,0.8413312611883472,7.0,0.22499747239878726,7.0,0.5331643667935673,0.22499747239878726
027,160.0,10.520155768369847,11.5,3.692046210229101,11.5,7.106100989299474,3.692046210229101
028,160.0,3.8901546557253273,9.5,4.587560408282504,8.0,4.238857532003916,3.8901546557253273
029,160.0,6.14155724218025,11.5,10.32186114367435,11.5,8.231709192927301,6.14155724218025
030,160.0,3.104863165774324,7.0,3.6889468220195316,10.0,3.3969049938969276,3.104863165774324
031,160.0,7.199086316547188,8.0,7.8154342225816,8.0,7.507260269564394,7.199086316547188
032,160.0,0.724004426947613,13.0,0.912609852940655,14.0,0.818307139944134,0.724004426947613
033,160.0,10.68566642820812,10.0,8.339687424283845,10.5,9.512676926245984,8.339687424283845
034,160.0,11.291968749192273,10.0,12.21767674015317,10.5,11.754822744672722,11.291968749192273
035,160.0,8.753842865093514,11.5,7.832416119448774,11.5,8.293129492271143,7.832416119448774
036,160.0,4.611939907486241,12.0,4.028739007958864,13.0,4.320339457722552,4.028739007958864
037,160.0,0.5229512488608042,7.5,1.3495731033236211,7.5,0.9362621760922127,0.5229512488608042
038,160.0,2.65938275269521,14.0,2.1033601850092385,7.0,2.3813714688522243,2.1033601850092385
039,160.0,1.0959062307896623,9.5,1.869516400992151,10.0,1.4827113158909067,1.0959062307896623
040,160.0,0.27848694906599625,8.0,0.19236743019433844,10.5,0.23542718963016734,0.19236743019433844
041,160.0,2.1296989160963897,9.0,1.160975112682736,11.5,1.645337014389563,1.160975112682736
042,160.0,13.686359624012553,12.5,15.262430336462485,13.0,14.47439498023752,13.686359624012553
043,160.0,4.142660840935459,11.5,1.9634534238177024,11.5,3.0530571323765807,1.9634534238177024
044,160.0,5.0814163014222045,12.0,5.908996402577319,10.0,5.495206351999762,5.0814163014222045
045,160.0,2.34756619005556,10.0,1.0917352590273264,8.0,1.7196507245414434,1.0917352590273264
046,160.0,4.957786919537207,7.0,5.317902056359211,7.0,5.137844487948209,4.957786919537207
047,160.0,3.467978070577039,13.5,2.4046576387338927,9.0,2.936317854655466,2.4046576387338927
